$CS16MB,$CS32MB,$HAVE_SEQUENCE,$HAVE_CRYPTO,$PAGESIZE,$PS1K,$HAVE_REPLICATION,$CS64MB,$DIAGNOSTIC,$HAVE_HASH,$PS4K,$CS512MB,$PS16K,$CACHESIZE,$HAVE_VERIFY,$PS32K,$HAVE_STATISTICS,$PS8K,$<MainMemory,$<obj2
0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1600.0,7
0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1644.4,8
0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1630.0,7
0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1629.6,8
0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1676.4,8
0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1660.4,9
0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1610.4,7
0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1639.2,7
0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1720.0,8
0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1644.0,8
0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1733.2,9
0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1610.8,8
0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1628.8,9
0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1644.0,9
0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1661.2,10
0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1620.0,7
0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1692.4,8
0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1624.8,8
0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1644.4,8
0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1653.2,9
0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1626.8,8
0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1626.8,9
0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1728.8,9
0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1657.2,10
0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1630.8,8
0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1670.4,9
0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1640.0,9
0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1744.8,10
0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1632.8,9
0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1699.2,8
0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1635.6,10
0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1655.6,10
0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1681.6,11
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1582.0,4
0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1610.0,5
0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1580.0,5
0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1617.6,6
0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1594.0,5
0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1577.2,6
0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1627.6,6
0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1710.4,9
0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1617.6,7
0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1590.4,5
0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1638.4,6
0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1601.6,6
0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1644.4,7
0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1561.6,6
0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1596.4,7
0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1614.8,7
0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1632.4,8
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1628.4,5
0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1678.4,8
0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1668.4,6
0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1608.0,6
0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1656.8,7
0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1629.2,6
0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1620.8,7
0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1675.6,7
0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1667.6,8
0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1615.2,6
0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1661.2,7
0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1612.4,7
0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1734.4,9
0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1661.6,8
0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1624.8,7
0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1621.6,8
0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1666.4,8
0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1657.6,9
0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1588.4,5
0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1616.0,6
0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1579.2,6
0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1620.0,7
0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1594.0,6
0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1683.6,9
0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1579.6,7
0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1625.6,7
0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1604.4,8
0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1606.8,6
0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1669.6,7
0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1630.4,7
0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1664.0,8
0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1601.2,7
0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1629.6,8
0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1633.2,8
0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1621.2,7
0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1769.6,10
0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1664.8,9
0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1596.8,6
0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1628.4,7
0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1566.8,7
0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1603.2,8
0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1620.4,7
0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1624.8,8
0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1693.2,8
0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1664.4,9
0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1598.4,7
0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1638.8,8
0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1634.4,8
0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1620.8,8
0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1671.2,9
0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1597.2,8
0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1632.0,9
0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1636.0,9
0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1661.6,10
0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1584.4,5
0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1613.6,6
0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1588.4,6
0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1637.6,9
0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1620.4,7
0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1606.4,6
0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1577.2,7
0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1628.0,7
0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1633.6,8
0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1600.8,6
0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1648.4,7
0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1595.6,7
0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1631.2,8
0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1585.6,7
0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1673.2,9
0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1586.4,8
0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1622.8,8
0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1630.0,9
0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1581.6,6
0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1614.0,7
0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1589.2,7
0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1616.8,8
0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1600.4,7
0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1593.2,8
0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1643.2,8
0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1685.6,10
0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1611.2,9
0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1612.4,7
0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1632.4,8
0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1601.6,8
0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1636.4,9
0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1574.8,8
0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1592.4,9
0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1630.4,9
0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1619.6,10
0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1616.0,6
0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1702.0,9
0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1716.8,7
0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1616.4,7
0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1649.6,8
0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1644.8,7
0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1620.4,8
0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1724.0,8
0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1662.8,9
0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1618.8,7
0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1720.0,8
0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1629.6,8
0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1730.8,10
0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1734.4,9
0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1616.4,8
0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1633.6,9
0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1639.6,9
0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1668.0,10
0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1628.4,7
0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1717.2,8
0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1625.2,8
0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1663.2,9
0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1638.4,8
0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1701.6,10
0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1628.4,9
0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1729.2,9
0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1654.8,10
0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1632.4,8
0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1730.0,9
0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1623.6,9
0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1745.2,10
0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1632.4,9
0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1640.4,10
0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1677.2,10
0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1750.0,11
0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1662.8,11
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1568.0,4
1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1580.8,5
1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1594.4,5
