$<obj,$Operations,$Eval_Neg,$ToString_Plus,$Neg,$Eval_Plus,$base,$Plus,$Numbers,$Eval,$ToString,$ToString_Numbers,$ToString_Neg,$Eval_Numbers
2061.0489057,1,1,0,0,1,1,0,1,0,1,1,0,0
2060.45987987,1,1,0,0,0,1,0,1,0,1,0,1,0
2061.0489057,1,1,0,0,1,1,0,1,0,1,0,1,0
2061.0489057,1,1,0,0,0,1,0,1,0,1,1,1,0
2061.63793153,1,1,0,0,1,1,0,1,0,1,1,1,0
2162.20342257,1,0,1,0,0,1,0,1,0,1,0,0,0
2162.7924484,1,0,1,0,0,1,0,1,0,1,1,0,0
2162.7924484,1,0,1,0,0,1,0,1,0,1,0,1,0
2163.38147423,1,0,1,0,0,1,0,1,0,1,1,1,0
2060.45987987,1,1,1,0,0,1,0,1,0,1,0,0,0
2061.0489057,1,1,1,0,0,1,0,1,0,1,0,1,0
2061.0489057,1,1,1,0,0,1,0,1,0,1,1,0,0
2061.63793153,1,1,1,0,0,1,0,1,0,1,1,1,0
2162.7924484,1,0,1,0,1,1,0,1,0,1,0,0,0
2163.38147423,1,0,1,0,1,1,0,1,0,1,1,0,0
2061.0489057,1,1,1,0,1,1,0,1,0,1,0,0,0
2061.63793153,1,1,1,0,1,1,0,1,0,1,1,0,0
2163.38147423,1,0,1,0,1,1,0,1,0,1,0,1,0
2061.63793153,1,1,1,0,1,1,0,1,0,1,0,1,0
2163.97050006,1,0,1,0,1,1,0,1,0,1,1,1,0
2062.22695736,1,1,1,0,1,1,0,1,0,1,1,1,0
2286.72859633,1,0,0,0,0,1,1,1,0,1,0,0,0
2287.31762216,1,0,0,0,0,1,1,1,0,1,1,0,0
2287.31762216,1,0,0,0,0,1,1,1,0,1,0,1,0
2287.90664798,1,0,0,0,0,1,1,1,0,1,1,1,0
2162.7924484,1,0,0,0,1,1,1,1,0,1,0,0,0
2163.38147423,1,0,0,0,1,1,1,1,0,1,0,1,0
2163.38147423,1,0,0,0,1,1,1,1,0,1,1,0,0
2163.97050006,1,0,0,0,1,1,1,1,0,1,1,1,0
2287.31762216,1,0,1,0,0,1,1,1,0,1,0,0,0
2287.90664798,1,0,1,0,0,1,1,1,0,1,1,0,0
2163.38147423,1,0,1,0,1,1,1,1,0,1,0,0,0
2163.97050006,1,0,1,0,1,1,1,1,0,1,1,0,0
2287.90664798,1,0,1,0,0,1,1,1,0,1,0,1,0
2163.97050006,1,0,1,0,1,1,1,1,0,1,0,1,0
2288.49567381,1,0,1,0,0,1,1,1,0,1,1,1,0
2164.55952589,1,0,1,0,1,1,1,1,0,1,1,1,0
2060.45987987,1,1,0,0,0,1,1,1,0,1,0,0,0
2061.0489057,1,1,0,0,0,1,1,1,0,1,1,0,0
2061.0489057,1,1,0,0,0,1,1,1,0,1,0,1,0
2061.63793153,1,1,0,0,0,1,1,1,0,1,1,1,0
2061.0489057,1,1,1,0,0,1,1,1,0,1,0,0,0
2061.63793153,1,1,1,0,0,1,1,1,0,1,0,1,0
2061.63793153,1,1,1,0,0,1,1,1,0,1,1,0,0
2062.22695736,1,1,1,0,0,1,1,1,0,1,1,1,0
2061.0489057,1,1,0,0,1,1,1,1,0,1,0,0,0
2061.63793153,1,1,0,0,1,1,1,1,0,1,1,0,0
2061.63793153,1,1,1,0,1,1,1,1,0,1,0,0,0
2062.22695736,1,1,1,0,1,1,1,1,0,1,1,0,0
2061.63793153,1,1,0,0,1,1,1,1,0,1,0,1,0
2062.22695736,1,1,1,0,1,1,1,1,0,1,0,1,0
2062.22695736,1,1,0,0,1,1,1,1,0,1,1,1,0
2062.81598319,1,1,1,0,1,1,1,1,0,1,1,1,0
2166.54608679,1,0,0,1,0,1,0,0,0,1,0,0,0
2167.13511262,1,0,0,1,0,1,0,0,0,1,1,0,0
2167.13511262,1,0,0,1,0,1,0,0,0,1,0,1,0
2167.72413845,1,0,0,1,0,1,0,0,0,1,1,1,0
2167.13511262,1,0,0,1,1,1,0,0,0,1,0,0,0
2167.72413845,1,0,0,1,1,1,0,0,0,1,0,1,0
2167.72413845,1,0,0,1,1,1,0,0,0,1,1,0,0
2168.31316428,1,0,0,1,1,1,0,0,0,1,1,1,0
2059.87085404,1,1,0,1,0,1,0,0,0,1,0,0,0
2060.45987987,1,1,0,1,0,1,0,0,0,1,1,0,0
2060.45987987,1,1,0,1,1,1,0,0,0,1,0,0,0
2061.0489057,1,1,0,1,1,1,0,0,0,1,1,0,0
2060.45987987,1,1,0,1,0,1,0,0,0,1,0,1,0
2061.0489057,1,1,0,1,1,1,0,0,0,1,0,1,0
2061.0489057,1,1,0,1,0,1,0,0,0,1,1,1,0
2061.63793153,1,1,0,1,1,1,0,0,0,1,1,1,0
2167.13511262,1,0,1,1,0,1,0,0,0,1,0,0,0
2167.72413845,1,0,1,1,0,1,0,0,0,1,1,0,0
2167.72413845,1,0,1,1,0,1,0,0,0,1,0,1,0
2168.31316428,1,0,1,1,0,1,0,0,0,1,1,1,0
2060.45987987,1,1,1,1,0,1,0,0,0,1,0,0,0
2061.0489057,1,1,1,1,0,1,0,0,0,1,0,1,0
2061.0489057,1,1,1,1,0,1,0,0,0,1,1,0,0
2061.63793153,1,1,1,1,0,1,0,0,0,1,1,1,0
2167.72413845,1,0,1,1,1,1,0,0,0,1,0,0,0
2168.31316428,1,0,1,1,1,1,0,0,0,1,1,0,0
2061.0489057,1,1,1,1,1,1,0,0,0,1,0,0,0
2061.63793153,1,1,1,1,1,1,0,0,0,1,1,0,0
2168.31316428,1,0,1,1,1,1,0,0,0,1,0,1,0
2061.63793153,1,1,1,1,1,1,0,0,0,1,0,1,0
2168.90219011,1,0,1,1,1,1,0,0,0,1,1,1,0
2062.22695736,1,1,1,1,1,1,0,0,0,1,1,1,0
2269.46768115,1,0,0,1,0,1,0,1,0,1,0,0,0
2270.05670698,1,0,0,1,0,1,0,1,0,1,1,0,0
2270.05670698,1,0,0,1,0,1,0,1,0,1,0,1,0
2270.64573281,1,0,0,1,0,1,0,1,0,1,1,1,0
2270.05670698,1,0,0,1,1,1,0,1,0,1,0,0,0
2270.64573281,1,0,0,1,1,1,0,1,0,1,0,1,0
2270.64573281,1,0,0,1,1,1,0,1,0,1,1,0,0
2271.23475864,1,0,0,1,1,1,0,1,0,1,1,1,0
2270.05670698,1,0,1,1,0,1,0,1,0,1,0,0,0
2270.64573281,1,0,1,1,0,1,0,1,0,1,1,0,0
2270.64573281,1,0,1,1,1,1,0,1,0,1,0,0,0
2271.23475864,1,0,1,1,1,1,0,1,0,1,1,0,0
2270.64573281,1,0,1,1,0,1,0,1,0,1,0,1,0
2271.23475864,1,0,1,1,1,1,0,1,0,1,0,1,0
2271.23475864,1,0,1,1,0,1,0,1,0,1,1,1,0
2271.82378447,1,0,1,1,1,1,0,1,0,1,1,1,0
2060.45987987,1,1,0,1,0,1,0,1,0,1,0,0,0
2061.0489057,1,1,0,1,0,1,0,1,0,1,1,0,0
2061.0489057,1,1,0,1,0,1,0,1,0,1,0,1,0
2061.63793153,1,1,0,1,0,1,0,1,0,1,1,1,0
2061.0489057,1,1,1,1,0,1,0,1,0,1,0,0,0
2061.63793153,1,1,1,1,0,1,0,1,0,1,0,1,0
2061.63793153,1,1,1,1,0,1,0,1,0,1,1,0,0
2062.22695736,1,1,1,1,0,1,0,1,0,1,1,1,0
2061.0489057,1,1,0,1,1,1,0,1,0,1,0,0,0
2061.63793153,1,1,0,1,1,1,0,1,0,1,1,0,0
2061.63793153,1,1,1,1,1,1,0,1,0,1,0,0,0
2062.22695736,1,1,1,1,1,1,0,1,0,1,1,0,0
2061.63793153,1,1,0,1,1,1,0,1,0,1,0,1,0
2062.22695736,1,1,1,1,1,1,0,1,0,1,0,1,0
2062.22695736,1,1,0,1,1,1,0,1,0,1,1,1,0
2062.81598319,1,1,1,1,1,1,0,1,0,1,1,1,0
2291.66028638,1,0,0,1,0,1,1,0,0,1,0,0,0
2292.2493122,1,0,0,1,0,1,1,0,0,1,1,0,0
2292.2493122,1,0,0,1,0,1,1,0,0,1,0,1,0
2292.83833803,1,0,0,1,0,1,1,0,0,1,1,1,0
2167.72413845,1,0,0,1,1,1,1,0,0,1,0,0,0
2168.31316428,1,0,0,1,1,1,1,0,0,1,0,1,0
2168.31316428,1,0,0,1,1,1,1,0,0,1,1,0,0
2168.90219011,1,0,0,1,1,1,1,0,0,1,1,1,0
2060.45987987,1,1,0,1,0,1,1,0,0,1,0,0,0
2061.0489057,1,1,0,1,0,1,1,0,0,1,1,0,0
2061.0489057,1,1,0,1,1,1,1,0,0,1,0,0,0
2061.63793153,1,1,0,1,1,1,1,0,0,1,1,0,0
2061.0489057,1,1,0,1,0,1,1,0,0,1,0,1,0
2061.63793153,1,1,0,1,1,1,1,0,0,1,0,1,0
2061.63793153,1,1,0,1,0,1,1,0,0,1,1,1,0
2062.22695736,1,1,0,1,1,1,1,0,0,1,1,1,0
2292.2493122,1,0,1,1,0,1,1,0,0,1,0,0,0
2292.83833803,1,0,1,1,0,1,1,0,0,1,1,0,0
2292.83833803,1,0,1,1,0,1,1,0,0,1,0,1,0
2293.42736386,1,0,1,1,0,1,1,0,0,1,1,1,0
2061.0489057,1,1,1,1,0,1,1,0,0,1,0,0,0
2061.63793153,1,1,1,1,0,1,1,0,0,1,0,1,0
2061.63793153,1,1,1,1,0,1,1,0,0,1,1,0,0
2062.22695736,1,1,1,1,0,1,1,0,0,1,1,1,0
2168.31316428,1,0,1,1,1,1,1,0,0,1,0,0,0
2168.90219011,1,0,1,1,1,1,1,0,0,1,1,0,0
2061.63793153,1,1,1,1,1,1,1,0,0,1,0,0,0
2062.22695736,1,1,1,1,1,1,1,0,0,1,1,0,0
2168.90219011,1,0,1,1,1,1,1,0,0,1,0,1,0
2062.22695736,1,1,1,1,1,1,1,0,0,1,0,1,0
2169.49121594,1,0,1,1,1,1,1,0,0,1,1,1,0
2062.81598319,1,1,1,1,1,1,1,0,0,1,1,1,0
2849.11931365,1,0,0,1,0,1,1,1,0,1,0,0,0
2849.70833948,1,0,0,1,0,1,1,1,0,1,1,0,0
2849.70833948,1,0,0,1,0,1,1,1,0,1,0,1,0
2850.29736531,1,0,0,1,0,1,1,1,0,1,1,1,0
2270.64573281,1,0,0,1,1,1,1,1,0,1,0,0,0
2271.23475864,1,0,0,1,1,1,1,1,0,1,0,1,0
2271.23475864,1,0,0,1,1,1,1,1,0,1,1,0,0
2271.82378447,1,0,0,1,1,1,1,1,0,1,1,1,0
2849.70833948,1,0,1,1,0,1,1,1,0,1,0,0,0
2850.29736531,1,0,1,1,0,1,1,1,0,1,1,0,0
2271.23475864,1,0,1,1,1,1,1,1,0,1,0,0,0
2271.82378447,1,0,1,1,1,1,1,1,0,1,1,0,0
2850.29736531,1,0,1,1,0,1,1,1,0,1,0,1,0
2271.82378447,1,0,1,1,1,1,1,1,0,1,0,1,0
2850.88639114,1,0,1,1,0,1,1,1,0,1,1,1,0
2272.4128103,1,0,1,1,1,1,1,1,0,1,1,1,0
2061.0489057,1,1,0,1,0,1,1,1,0,1,0,0,0
2061.63793153,1,1,0,1,0,1,1,1,0,1,1,0,0
2061.63793153,1,1,0,1,0,1,1,1,0,1,0,1,0
2062.22695736,1,1,0,1,0,1,1,1,0,1,1,1,0
2061.63793153,1,1,1,1,0,1,1,1,0,1,0,0,0
2062.22695736,1,1,1,1,0,1,1,1,0,1,0,1,0
2062.22695736,1,1,1,1,0,1,1,1,0,1,1,0,0
2062.81598319,1,1,1,1,0,1,1,1,0,1,1,1,0
2061.63793153,1,1,0,1,1,1,1,1,0,1,0,0,0
2062.22695736,1,1,0,1,1,1,1,1,0,1,1,0,0
2062.22695736,1,1,1,1,1,1,1,1,0,1,0,0,0
2062.81598319,1,1,1,1,1,1,1,1,0,1,1,0,0
2062.22695736,1,1,0,1,1,1,1,1,0,1,0,1,0
2062.81598319,1,1,1,1,1,1,1,1,0,1,0,1,0
2062.81598319,1,1,0,1,1,1,1,1,0,1,1,1,0
2063.40500902,1,1,1,1,1,1,1,1,0,1,1,1,0
2052.41844811,1,0,0,1,0,1,1,1,1,0,0,1,0
2053.00747394,1,0,0,1,1,1,1,1,1,0,0,1,0
2189.86187282,1,1,0,1,0,1,1,1,1,0,0,1,0
2190.45089865,1,1,0,1,1,1,1,1,1,0,0,1,0
2053.00747394,1,0,0,1,0,1,1,1,1,0,0,1,1
2315.79802075,1,1,0,1,0,1,1,1,1,0,0,1,1
2053.59649977,1,0,0,1,1,1,1,1,1,0,0,1,1
2977.6444874,1,1,0,1,1,1,1,1,1,0,0,1,1
2069.67936329,1,0,0,1,0,1,1,1,1,1,0,0,0
2070.26838911,1,0,0,1,0,1,1,1,1,1,1,0,0
2070.26838911,1,0,0,1,0,1,1,1,1,1,0,1,0
2070.85741494,1,0,0,1,0,1,1,1,1,1,1,1,0
2207.12278799,1,1,0,1,0,1,1,1,1,1,0,0,0
2207.71181382,1,1,0,1,0,1,1,1,1,1,0,1,0
2207.71181382,1,1,0,1,0,1,1,1,1,1,1,0,0
2208.30083965,1,1,0,1,0,1,1,1,1,1,1,1,0
2070.26838911,1,0,0,1,1,1,1,1,1,1,0,0,0
2070.85741494,1,0,0,1,1,1,1,1,1,1,1,0,0
2207.71181382,1,1,0,1,1,1,1,1,1,1,0,0,0
2208.30083965,1,1,0,1,1,1,1,1,1,1,1,0,0
2070.85741494,1,0,0,1,1,1,1,1,1,1,0,1,0
2208.30083965,1,1,0,1,1,1,1,1,1,1,0,1,0
2071.44644077,1,0,0,1,1,1,1,1,1,1,1,1,0
2208.88986548,1,1,0,1,1,1,1,1,1,1,1,1,0
2070.26838911,1,0,0,1,0,1,1,1,1,1,0,0,1
2070.85741494,1,0,0,1,0,1,1,1,1,1,1,0,1
2070.85741494,1,0,0,1,0,1,1,1,1,1,0,1,1
2071.44644077,1,0,0,1,0,1,1,1,1,1,1,1,1
2070.85741494,1,0,0,1,1,1,1,1,1,1,0,0,1
2071.44644077,1,0,0,1,1,1,1,1,1,1,0,1,1
2071.44644077,1,0,0,1,1,1,1,1,1,1,1,0,1
2072.0354666,1,0,0,1,1,1,1,1,1,1,1,1,1
2333.05893592,1,1,0,1,0,1,1,1,1,1,0,0,1
2333.64796175,1,1,0,1,0,1,1,1,1,1,1,0,1
3169.158451,1,1,0,1,1,1,1,1,1,1,0,0,1
3169.74747683,1,1,0,1,1,1,1,1,1,1,1,0,1
2333.64796175,1,1,0,1,0,1,1,1,1,1,0,1,1
3169.74747683,1,1,0,1,1,1,1,1,1,1,0,1,1
2334.23698758,1,1,0,1,0,1,1,1,1,1,1,1,1
3170.33650266,1,1,0,1,1,1,1,1,1,1,1,1,1
2070.26838911,1,0,1,1,0,1,1,1,1,1,0,0,0
2070.85741494,1,0,1,1,0,1,1,1,1,1,1,0,0
2070.85741494,1,0,1,1,0,1,1,1,1,1,0,1,0
2071.44644077,1,0,1,1,0,1,1,1,1,1,1,1,0
2207.71181382,1,1,1,1,0,1,1,1,1,1,0,0,0
2208.30083965,1,1,1,1,0,1,1,1,1,1,0,1,0
2208.30083965,1,1,1,1,0,1,1,1,1,1,1,0,0
2208.88986548,1,1,1,1,0,1,1,1,1,1,1,1,0
2070.85741494,1,0,1,1,0,1,1,1,1,1,0,0,1
2071.44644077,1,0,1,1,0,1,1,1,1,1,1,0,1
2333.64796175,1,1,1,1,0,1,1,1,1,1,0,0,1
2334.23698758,1,1,1,1,0,1,1,1,1,1,1,0,1
2071.44644077,1,0,1,1,0,1,1,1,1,1,0,1,1
2334.23698758,1,1,1,1,0,1,1,1,1,1,0,1,1
2072.0354666,1,0,1,1,0,1,1,1,1,1,1,1,1
2334.82601341,1,1,1,1,0,1,1,1,1,1,1,1,1
2070.85741494,1,0,1,1,1,1,1,1,1,1,0,0,0
2071.44644077,1,0,1,1,1,1,1,1,1,1,1,0,0
2071.44644077,1,0,1,1,1,1,1,1,1,1,0,1,0
2072.0354666,1,0,1,1,1,1,1,1,1,1,1,1,0
2071.44644077,1,0,1,1,1,1,1,1,1,1,0,0,1
2072.0354666,1,0,1,1,1,1,1,1,1,1,0,1,1
2072.0354666,1,0,1,1,1,1,1,1,1,1,1,0,1
2072.62449243,1,0,1,1,1,1,1,1,1,1,1,1,1
2208.30083965,1,1,1,1,1,1,1,1,1,1,0,0,0
2208.88986548,1,1,1,1,1,1,1,1,1,1,1,0,0
3169.74747683,1,1,1,1,1,1,1,1,1,1,0,0,1
3170.33650266,1,1,1,1,1,1,1,1,1,1,1,0,1
2208.88986548,1,1,1,1,1,1,1,1,1,1,0,1,0
3170.33650266,1,1,1,1,1,1,1,1,1,1,0,1,1
2209.47889131,1,1,1,1,1,1,1,1,1,1,1,1,0
3170.92552849,1,1,1,1,1,1,1,1,1,1,1,1,1
