$<obj,$Base,$ForwardIterator,$AbstractIterator,$BackwardIterator,$MemorySize,$QuickSort,$InsertionSort,$BubbleSort,$ElementA,$ElementB,$ElementC,$AbstractElement,$MergeSort,$Measurement,$print,$Performance,$AbstractSort,$TCP_IP
1573.11021023,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0
1464.99546343,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
1574.72095831,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0
1431.70666993,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0
1541.43216481,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0
1430.09592186,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0
1539.82141674,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0
1430.09592186,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
1539.82141674,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0
1431.70666993,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0
1541.43216481,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0
2606.79435053,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1
2679.20418173,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1
2608.4050986,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1
2680.81492981,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1
2603.57285439,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1
2675.98268559,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1
2605.18360246,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1
2677.59343366,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1
2704.43923487,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1
2776.84906607,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1
2702.8284868,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1
2775.238318,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1
2640.08314402,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1
2712.49297523,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1
2636.86164788,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1
2709.27147908,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1
2736.11728029,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1
2808.52711149,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1
2638.47239595,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1
2710.88222716,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1
2641.6938921,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1
2714.1037233,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1
2737.72802836,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1
2810.13785957,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1
2608.4050986,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1
2680.81492981,1,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1
2605.18360246,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1
2677.59343366,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1
2704.43923487,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1
2776.84906607,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1
2603.57285439,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1
2675.98268559,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1
2606.79435053,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
2679.20418173,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1
2702.8284868,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1
2775.238318,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1
2581.02238137,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1
2653.43221258,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1
2584.24387752,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1
2656.65370872,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1
2680.27801378,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1
2752.68784499,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1
2582.63312945,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1
2655.04296065,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1
2579.4116333,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1
2651.82146451,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1
2678.66726571,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1
2751.07709692,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1
2546.12283981,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1
2618.53267101,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1
2549.34433595,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1
2621.75416716,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1
2645.37847222,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1
2717.78830342,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1
2550.95508402,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1
2623.36491523,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1
2547.73358788,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1
2620.14341908,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1
2646.98922029,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1
2719.39905149,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1
2547.73358788,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1
2620.14341908,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1
2550.95508402,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1
2623.36491523,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1
2646.98922029,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,1
2719.39905149,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1
2549.34433595,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1
2621.75416716,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
2546.12283981,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1
2618.53267101,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1
2645.37847222,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1
2717.78830342,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1
2630.15019758,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1
2700.94928071,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1
2633.37169372,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1
2704.17077686,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
2729.40582999,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1
2800.20491312,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
2634.9824418,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1
2705.78152493,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
2631.76094565,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1
2702.56002878,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1
2731.01657806,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1
2801.81566119,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1
2665.04973914,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1
2735.84882228,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1
2668.27123529,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1
2739.07031842,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1
2764.30537155,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1
2835.10445469,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1
2666.66048722,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1
2737.45957035,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1
2663.43899107,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1
2734.2380742,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1
2762.69462348,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1
2833.49370661,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1
2630.15019758,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1
2700.94928071,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1
2633.37169372,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1
2704.17077686,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
2729.40582999,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1
2800.20491312,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1
2634.9824418,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1
2705.78152493,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1
2631.76094565,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1
2702.56002878,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1
2731.01657806,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1
2801.81566119,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1
2593.63990794,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1
2666.04973914,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1
2596.86140408,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1
2669.27123529,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1
2692.89554035,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1
2765.30537155,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1
2595.25065601,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1
2667.66048722,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1
2592.02915987,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1
2664.43899107,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1
2691.28479228,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1
2763.69462348,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1
2625.31795336,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1
2697.72778457,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1
2628.53944951,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1
2700.94928071,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1
2724.57358577,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1
2796.98341698,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1
2630.15019758,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1
2702.56002878,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1
2626.92870143,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1
2699.33853264,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1
2726.18433384,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1
2798.59416505,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1
2593.63990794,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1
2666.04973914,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1
2596.86140408,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1
2669.27123529,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1
2692.89554035,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1
2765.30537155,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1
2595.25065601,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1
2667.66048722,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1
2592.02915987,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1
2664.43899107,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1
2691.28479228,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1
2763.69462348,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1
