$<obj,$InterTypeFields,$InterTypeConstructors,$AspectConstructors,$InterfaceMethods,$Advice,$ClassFields,$CodeFormatter,$AspectFields,$InterfaceFields,$InterTypeMethods,$Classes,$ClassMethods,$AspectMethods,$Interfaces,$ClassConstructors,$Pointcuts
4912.68013734,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4924.39906282,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4864.65110585,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
4911.00040597,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
4928.28492737,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
4962.77050065,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
4976.96302432,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
4936.73638785,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
4915.68013734,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
4932.73638785,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4937.24065195,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4905.49614187,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4915.56600189,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4984.65128389,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
4863.62043994,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
4930.6137242,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
5017.83872625,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4982.97155252,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4924.8419951,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
4919.45186644,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
4918.45186644,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4887.70735636,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
4904.8164105,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4877.0497627,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
4869.59830223,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
4924.39906282,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
4871.0412345,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
4878.63749634,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
4892.21162046,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
4912.47400416,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
4880.90496134,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
4896.98334957,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
4880.46202907,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1
4906.40414413,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1
4849.42791627,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4910.61880551,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4895.77721638,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4932.43825693,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5068.72295638,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
4830.40233167,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
4943.77558196,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
4911.38200642,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
4900.51827958,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
4862.14684175,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
4910.76360687,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0
4893.21162046,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0
4884.64602454,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
4977.58142387,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
4893.0668191,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
4914.88627052,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
4901.48761367,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1
4902.51827958,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
4977.10782568,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1
4986.65128389,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
4876.33936542,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
4881.49269498,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1
4926.605196,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1
5029.90858627,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1
5027.81658854,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1
4995.45367891,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1
4943.8675797,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4931.88118921,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4884.47055727,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4927.93399283,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4917.42120053,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
5006.7075344,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4932.26278966,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4919.89479872,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
4905.02254368,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
4948.1350447,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4920.07026599,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
4849.36658444,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4886.02762499,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
4896.01401548,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4915.35986871,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5125.40958153,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4926.87266101,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4870.42283495,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
4914.29853688,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
4922.54386418,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
4844.18258897,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
4976.55075796,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
4875.33936542,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
4986.62061798,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
4868.30017131,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1
4925.39906282,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
4863.73457538,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1
4978.46728842,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4898.04468139,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4904.43481004,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4952.43317562,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4927.1094601,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
4908.52680778,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
4903.5796114,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
4842.12125715,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
4921.54386418,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
4893.68521865,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
5055.29363362,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
4906.84707641,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
4875.95776497,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
4945.39398151,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
4896.12815093,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
4915.88627052,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
4894.50975138,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
4962.91530201,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
4874.10256633,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
4868.91857085,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1
4898.18948275,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
5032.55765173,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1
4917.39053462,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
4915.71080325,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1
4918.77213507,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1
4877.98843088,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
4895.47908547,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1
4883.11109453,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
4987.94941481,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4904.84707641,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4894.12815093,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4980.05502206,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4902.16734504,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
4920.89479872,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
4906.49614187,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
4984.1776857,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
4898.01401548,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
4842.77032261,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
4920.68866554,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
4874.2780336,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
4880.46202907,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
4933.43825693,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
4875.92709905,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1
4900.01401548,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1
4990.74328163,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0
5052.14030406,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1
4966.3889002,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0
4966.68703111,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
4898.42628184,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
4929.52172647,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
4917.80280098,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
4911.17587324,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
4906.87774232,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
4969.30543066,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0
4914.85560461,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0
4928.90332692,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0
4924.95613054,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0
4893.68521865,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
4990.94941481,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
4924.57453009,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
4878.60683043,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
4962.47236973,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
4920.18440144,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1
4956.52517336,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
4947.42464742,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1
5037.09258174,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1
4961.17423881,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1
4939.50811696,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4981.14701979,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4964.41956611,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4972.9016925,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4943.18784833,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4937.41611922,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4900.28148048,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4934.3547874,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4950.60864289,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4895.15881684,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
4947.89824561,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
4910.61880551,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4912.64947143,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
4885.85215772,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4958.8846361,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4898.45694775,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5100.46746646,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4909.79427278,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
4912.85560461,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
4876.13323224,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
4932.64439011,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
5118.13358832,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
5021.28165853,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
4887.88282363,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1
4953.84544198,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
5018.54059533,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1
4923.8419951,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5047.69737178,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4954.28837426,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4943.80624787,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
4908.3206746,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
4933.67505603,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
5035.26804902,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
5093.25280508,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
4954.28837426,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
4949.95957743,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
4939.03451877,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
4898.86921412,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
4935.94252103,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
4942.1265165,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
4957.76197245,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
4943.77558196,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
5042.68884358,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1
5051.55257042,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
4857.34444673,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1
4910.79427278,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
4955.08224108,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
5066.36349364,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
5017.09766306,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1
4960.12143519,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4889.38708773,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4906.49614187,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5050.96483679,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4941.30198377,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
5064.56962682,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
4896.95268365,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
4907.3206746,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5004.99713712,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5078.17441686,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
4939.41611922,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
4912.61880551,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4942.98171514,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
5115.27838968,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
5067.45549137,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4967.24409884,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4947.27984606,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
4940.65291831,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
5054.40776906,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
4939.00385286,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1
4947.04304697,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0
4932.78919147,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1
5046.33790904,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1
4980.26115524,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
5118.3397215,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
4899.22014866,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
5003.08060666,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0
5041.03977812,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
4920.00893417,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0
5038.94778039,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0
4942.27131786,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
4901.28148048,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
5075.05175321,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1
4974.42809431,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1
4904.34281231,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
5021.60192716,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1
4902.93054594,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
4989.47581662,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
4921.45186644,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1
4901.83854821,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1
4947.39398151,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1
5038.88644856,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1
5028.55765173,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5047.66670587,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5070.95975547,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
5088.89334234,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
4897.98334957,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
4955.76197245,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
5044.16244177,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
5058.17949817,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
4898.8078823,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1
4992.39234709,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
4926.28492737,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
4960.06010337,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
5115.89678923,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
4966.00729974,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1
5158.71115933,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1
5016.54059533,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
4934.67505603,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1
4958.34970609,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1
4979.19982341,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0
4929.07879419,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1
4946.48597924,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
4951.81477607,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
4924.36839691,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
4951.1350447,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0
4945.01238106,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
4962.29690246,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
5091.95467416,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
4993.39234709,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
5067.0125591,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0
4963.50303564,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0
4991.9187489,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0
4950.99024334,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
4957.96810563,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
4953.02090926,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
5030.52698582,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1
4949.48597924,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1
4976.72622523,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1
4984.11635388,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1
4952.34117788,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1
5053.93417087,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1
5055.73656589,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
5123.72985016,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
5082.91548005,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
4958.41103791,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0
5012.79953214,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0
5060.82856363,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0
5044.71950949,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0
4931.81985738,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
4961.06010337,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
4943.53878287,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1
4946.39398151,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1
4925.39906282,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1
4917.3292028,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1
5044.92564267,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1
4993.98008072,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1
5087.24427688,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
4969.51156384,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
4981.05502206,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0
4956.11290699,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
4927.8419951,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1
4954.02090926,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
4909.46547596,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1
4941.65291831,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0
4919.74146916,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1
4941.50811696,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
5003.52353893,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
4950.51664516,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
5068.04322501,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0
4948.83691378,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0
